-19.79238815,1.929175633
-19.72078795,1.781040695
-19.54576525,1.897642446
-19.43637606,1.83012753
-19.18842724,1.716604071
-19.15925679,1.925883704
-18.62142662,1.749049049
-18.61231085,1.642323256
-18.49562905,1.998318689
-18.48729464,1.746612534
-18.4081177,2.00014577
-18.33519158,1.91654799
-18.32060636,2.114668689
-18.25441187,1.74336036
-18.23309501,2.116532612
-18.10280033,1.67841784
-18.09891094,1.741492652
-17.99973141,2.389460653
-17.94357829,1.73312652
-17.91222006,2.39468207
-17.79067651,2.173044189
-17.8004,1.711063358
-17.76474723,1.666388419
-17.63510078,2.178499757
-17.59134511,1.752357747
-17.48114563,2.153525803
-17.36527412,1.775069237
-17.24129971,1.898817826
-17.15378836,1.901417352
-16.94473347,1.819033302
-16.72352422,1.855747705
-16.64023491,2.078481177
-16.58496458,1.753951234
-16.55579413,2.114444051
-16.46267308,1.988575353
-16.34629727,1.904945944
-16.3005527,2.084402739
-16.35160099,1.857804819
-16.32243054,1.993322271
-16.09249875,1.969273113
-15.99061667,1.852260734
-15.97238514,1.920319094
-15.8338255,2.138189975
-15.73902154,1.946548766
-15.68068064,1.789075335
-15.66244911,1.865199179
-15.62233974,2.104923069
-15.4575267,2.093799831
-15.40356136,1.942625581
-15.3670983,1.715893421
-15.28062875,2.127981123
-15.26062616,2.163871503
-15.16290515,2.170382998
-15.09271376,2.049200246
-15.04622335,1.802992561
-15.03580533,1.714930805
-14.99517506,2.338387735
-15.00976029,2.05556095
-14.87687268,1.75744112
-14.90766371,2.339286409
-14.79487131,1.992157088
-14.71896737,1.929878629
-14.74305903,1.783144578
-14.68888534,2.02676874
-14.6086666,1.733195814
-14.60283251,1.893031785
-14.47739958,2.086341305
-14.4336439,1.678665507
-14.33996188,2.013156046
-14.26299677,1.877945721
-14.1670584,2.060980075
-14.12006157,1.698933774
-14.0835985,2.142609953
-14.04713544,1.904726348
-14.0121309,2.026503278
-14.03255022,1.698560188
-13.92787978,1.809246683
-13.90128319,2.321287561
-13.9085758,2.018464596
-13.77163675,1.76628696
-13.76889423,1.697950419
-13.71896788,1.941886709
-13.65333437,2.338092304
-13.62416392,2.106725663
-13.63510284,1.772021466
-13.51112842,1.712970034
-13.46372644,1.770828111
-13.44184861,1.942599304
-13.22307023,1.921391188
-13.20634012,2.064482774
-13.06431567,2.182396889
-13.08086429,2.116053306
-13.02434654,2.006802651
-12.98970663,1.978450112
-12.89747653,1.800649378
-12.90219528,1.999055945
-12.79037522,1.779490294
-12.71987997,2.905232413
-12.73446519,2.156336721
-12.67612429,3.009899119
-12.65232735,2.459736682
